fact_id,claim_text,subject,predicate,object,suggested_claim_domain,suggested_temporal_class,suggested_source_route,priority_band,leakage_flag,duplicate_candidate_id,confidence,heuristic_reason,search_template_1,search_template_2,reviewer_final_class,reviewer_status,reviewer_id,reviewed_at,reviewer_notes
BCSGK-0369,বাংলাদেশের বিখ্যাত মণিপুরী নাচ সিলেট অঞ্চলের।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",located_in,['সিলেট'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,DUP_1c278ad880,0.82,geographic claim can use a pre-cutoff snapshot,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""সিলেট"" ""located_in"" pre-2023 official","""বাংলাদেশের বিখ্যাত মণিপুরী নাচ সিলেট অঞ্চলের।"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0370,"পার্বত্য চট্টগ্রাম শান্তিচুক্তি ২ ডিসেম্বর, ১৯৯৭ সালে স্বাক্ষরিত হয়।","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",occurred_on,"['২ ডিসেম্বর, ১৯৯৭']",ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""২ ডিসেম্বর, ১৯৯৭"" ""occurred_on"" pre-2023 official","""পার্বত্য চট্টগ্রাম শান্তিচুক্তি ২ ডিসেম্বর, ১৯৯৭ সালে স্বাক্ষরিত হয়।"" manual review",,unreviewed,,,
BCSGK-0371,মাওরি নিউজিল্যান্ডের আদিবাসী। বাংলাদেশে মাওরি উপজাতি বাস করে না।,"['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",STATED_AS,['মাওরি'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""মাওরি"" ""STATED_AS"" pre-2023 official","""মাওরি নিউজিল্যান্ডের আদিবাসী। বাংলাদেশে মাওরি উপজাতি বাস করে না।"" manual review",,unreviewed,,,
BCSGK-0372,"চাকমা শরণার্থীদের দ্বিতীয় দফায় ১ম অর্থাৎ ২১ জুলাই, ১৯৯৪ তারিখে ৩৭৫ জন বাংলাদেশে প্রত্যাবর্তন করেন।","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",STATED_AS,['৩৭৫ জন'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""৩৭৫ জন"" ""STATED_AS"" pre-2023 official","""চাকমা শরণার্থীদের দ্বিতীয় দফায় ১ম অর্থাৎ ২১ জুলাই, ১৯৯৪ তারিখে ৩৭৫ জন বাংলাদেশে প্রত্যাবর্তন করেন।"" manual review",,unreviewed,,,
BCSGK-0374,"ঢাকা বিশ্ববিদ্যালয় বিল ১৮ মার্চ, ১৯২০ সালে আইনে পরিণত হয় এবং উক্ত আইনের অধীনে ১৯২১ সালের ১লা জুলাই কার্যক্রম শুরু হয়।",['শিক্ষা ব্যবস্থা'],occurred_on,['১৮ মার্চ ১৯২০'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""শিক্ষা ব্যবস্থা"" ""১৮ মার্চ ১৯২০"" ""occurred_on"" pre-2023 official","""ঢাকা বিশ্ববিদ্যালয় বিল ১৮ মার্চ, ১৯২০ সালে আইনে পরিণত হয় এবং উক্ত আইনের অধীনে ১৯২১ সালের ১লা জুলাই"" manual review",,unreviewed,,,
BCSGK-0383,রাজশাহী বিশ্ববিদ্যালয় ১৯৫৩ সালে স্থাপিত হয়।,['শিক্ষা ব্যবস্থা'],occurred_on,['১৯৫৩ সালে'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""শিক্ষা ব্যবস্থা"" ""১৯৫৩ সালে"" ""occurred_on"" pre-2023 official","""রাজশাহী বিশ্ববিদ্যালয় ১৯৫৩ সালে স্থাপিত হয়।"" manual review",,unreviewed,,,
BCSGK-0384,"অর্থনৈতিক সমীক্ষা-২০২৫ অনুযায়ী, দেশে কমিউনিটি ক্লিনিকের সংখ্যা ১৪২৯৭টি।",['স্বাস্থ্য ব্যবস্থা'],STATED_AS,['১৪ হাজার ২৯৭ টি'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""স্বাস্থ্য ব্যবস্থা"" ""১৪ হাজার ২৯৭ টি"" ""STATED_AS"" pre-2023 official","""অর্থনৈতিক সমীক্ষা-২০২৫ অনুযায়ী, দেশে কমিউনিটি ক্লিনিকের সংখ্যা ১৪২৯৭টি।"" manual review",,unreviewed,,,
BCSGK-0385,"৩০ মে, ২০০১ ধানমন্ত্রির সেন্ট্রাল হসপিটালে ড. পারভীন ফাতেমার সার্বিক তত্ত্বাবধানে ফিরোজা বেগম- হীরা, মণি ও মুক্তা নামে ৩টি টেস্ট টিউব শিশুর মা হন।",['স্বাস্থ্য ব্যবস্থা'],STATED_AS,['ফিরোজা বেগম'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""স্বাস্থ্য ব্যবস্থা"" ""ফিরোজা বেগম"" ""STATED_AS"" pre-2023 official","""৩০ মে, ২০০১ ধানমন্ত্রির সেন্ট্রাল হসপিটালে ড. পারভীন ফাতেমার সার্বিক তত্ত্বাবধানে ফিরোজা বেগম- হীরা,"" manual review",,unreviewed,,,
BCSGK-0403,বাংলাদেশের অর্থনৈতিক উন্নয়ন প্রকল্প ও নীতি অনুমোদনের ক্ষেত্রে কাঠামোগত স্তরবিন্যাস অনুযায়ী ECNEC-ই হলো চূড়ান্ত ও সর্বোচ্চ নির্বাহী কর্তৃপক্ষ। ECNEC (Executive Committee of the National Economic Council) উন্নয়ন প্রকল্পগুলোর চূড়ান্ত অনুমোদন এখান থেকেই আসে।,"['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",STATED_AS,['জাতীয় অর্থনৈতিক পরিষদের নির্বাহী কমিটি'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""জাতীয় অর্থনৈতিক পরিষদের নির্বাহী কমিটি"" ""STATED_AS"" pre-2023 official","""বাংলাদেশের অর্থনৈতিক উন্নয়ন প্রকল্প ও নীতি অনুমোদনের ক্ষেত্রে কাঠামোগত স্তরবিন্যাস অনুযায়ী ECNEC-ই"" manual review",,unreviewed,,,
BCSGK-0404,"বদ্বীপ পরিকল্পনা ২১০০-এ ৬টি ভৌগোলিক হটস্পট নির্ধারণ করা হয়েছে। হটস্পটগুলো হলো: (i) নদী ও মোহনা অঞ্চল, (ii) উপকূলীয় অঞ্চল, (iii) বরেন্দ্র ও খরাপ্রবণ অঞ্চল, (iv) হাওড় ও আকস্মিক বন্যাপ্রবণ অঞ্চল, (v) নগর অঞ্চল এবং (vi) পার্বত্য চট্টগ্রাম অঞ্চল।","['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",STATED_AS,['৬'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""৬"" ""STATED_AS"" pre-2023 official","""বদ্বীপ পরিকল্পনা ২১০০-এ ৬টি ভৌগোলিক হটস্পট নির্ধারণ করা হয়েছে। হটস্পটগুলো হলো: (i) নদী ও মোহনা অঞ্চ"" manual review",,unreviewed,,,
BCSGK-0405,"২৫ ফেব্রুয়ারি, ২০২০ জাতীয় অর্থনৈতিক পরিষদে (NEC) দ্বিতীয় প্রেক্ষিত পরিকল্পনা গৃহীত হয়। এর মেয়াদ ২০২১-২০৪১। এটি তৈরি করেছে সাধারণ অর্থনীতি বিভাগ (GED)। প্রথম প্রেক্ষিত পরিকল্পনার মেয়াদকাল ছিল ২০১০-২০২১।","['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",STATED_AS,['২০৪১'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""২০৪১"" ""STATED_AS"" pre-2023 official","""২৫ ফেব্রুয়ারি, ২০২০ জাতীয় অর্থনৈতিক পরিষদে (NEC) দ্বিতীয় প্রেক্ষিত পরিকল্পনা গৃহীত হয়। এর মেয়াদ"" manual review",,unreviewed,,,
BCSGK-0406,"স্মার্ট বাংলাদেশ ২০৪১ সালের মধ্যে বাস্তবায়নের জন্য নির্ধারিত একটি রূপকল্প। বাংলাদেশ সরকার চারটি কৌশলগত স্তম্ভ নির্ধারণ করেছে: স্মার্ট সিটিজেন, স্মার্ট সরকার, স্মার্ট ইকোনমি এবং স্মার্ট সোসাইটি।","['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",STATED_AS,['Smart Society'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""Smart Society"" ""STATED_AS"" pre-2023 official","""স্মার্ট বাংলাদেশ ২০৪১ সালের মধ্যে বাস্তবায়নের জন্য নির্ধারিত একটি রূপকল্প। বাংলাদেশ সরকার চারটি কৌশ"" manual review",,unreviewed,,,
BCSGK-0408,বাংলাদেশের প্রেক্ষিত পরিকল্পনার সময়সীমা ২০২১-২০৪১।,"['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",STATED_AS,['২০২১-২০৪১'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""২০২১-২০৪১"" ""STATED_AS"" pre-2023 official","""বাংলাদেশের প্রেক্ষিত পরিকল্পনার সময়সীমা ২০২১-২০৪১।"" manual review",,unreviewed,,,
BCSGK-0410,"বাংলাদেশে শিল্প সংক্রান্ত অর্থনৈতিক কর্মকাণ্ড বলতে মূলত উৎপাদনশীল খাতকে বোঝানো হয় যেখানে কাঁচামালকে প্রক্রিয়াজাত করে নতুন পণ্য তৈরি করা হয়, যেমন: বস্ত্র, পাটজাত পণ্য, সিমেন্ট ইত্যাদি। মাছ চাষ কৃষি ও মৎস্য খাতের অন্তর্গত, যা প্রাথমিক উৎপাদন খাতে পড়ে।",['শিল্প উৎপাদন'],part_of,['মাছ চাষ'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""শিল্প উৎপাদন"" ""মাছ চাষ"" ""part_of"" pre-2023 official","""বাংলাদেশে শিল্প সংক্রান্ত অর্থনৈতিক কর্মকাণ্ড বলতে মূলত উৎপাদনশীল খাতকে বোঝানো হয় যেখানে কাঁচামালকে"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0416,ন্যাচারাল গ্যাস ফার্টিলাইজার ফ্যাক্টরি লিমিটেড (পূর্বনাম-ফেঞ্চুগঞ্জ সার কারখানা) সিলেটের ফেঞ্চুগঞ্জে অবস্থিত। এটি বাংলাদেশের প্রথম সার কারখানা। এই সার কারখানায় ইউরিয়া এবং এএসপি (অ্যামেনিয়াম সালফেট) সার উৎপাদিত হয়।,['শিল্প উৎপাদন'],located_in,['ইউরিয়া এবং এএসপি'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""শিল্প উৎপাদন"" ""ইউরিয়া এবং এএসপি"" ""located_in"" pre-2023 official","""ন্যাচারাল গ্যাস ফার্টিলাইজার ফ্যাক্টরি লিমিটেড (পূর্বনাম-ফেঞ্চুগঞ্জ সার কারখানা) সিলেটের ফেঞ্চুগঞ্জে"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0422,বাংলাদেশের প্রধান জাহাজ নির্মাণ কারখানা খুলনায় অবস্থিত। দেশে আনুমানিক ১০ হাজার মেট্রিক টন ক্ষমতার আন্তর্জাতিক মানের জাহাজ তৈরির ক্ষমতাসম্পন্ন প্রায় ১১টি শিপইয়ার্ড রয়েছে।,['শিল্প উৎপাদন'],located_in,['খুলনা'],static_geographic,static,mediawiki_pre_cutoff_revision_or_official_geography,P1,not_yet_checked,,0.82,geographic claim can use a pre-cutoff snapshot,"""শিল্প উৎপাদন"" ""খুলনা"" ""located_in"" pre-2023 official","""বাংলাদেশের প্রধান জাহাজ নির্মাণ কারখানা খুলনায় অবস্থিত। দেশে আনুমানিক ১০ হাজার মেট্রিক টন ক্ষমতার আ"" mediawiki pre cutoff revision or official geography",,unreviewed,,,
BCSGK-0426,"'Alliance for Bangladesh Worker's Safety' যুক্তরাষ্ট্রভিত্তিক বিশ্বসেরা গার্মেন্টস ব্র্যান্ডগুলোর সংগঠন। এই সংগঠনটি ২৪ এপ্রিল, ২০১৩ সালে রানা প্লাজা দুর্ঘটনার পর গঠিত হয়।",['গার্মেন্টস শিল্প ও এর সার্বিক ব্যবস্থাপনা'],STATED_AS,['যুক্তরাষ্ট্রের'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""গার্মেন্টস শিল্প ও এর সার্বিক ব্যবস্থাপনা"" ""যুক্তরাষ্ট্রের"" ""STATED_AS"" pre-2023 official","""'Alliance for Bangladesh Worker's Safety' যুক্তরাষ্ট্রভিত্তিক বিশ্বসেরা গার্মেন্টস ব্র্যান্ডগুলোর সং"" manual review",,unreviewed,,,
BCSGK-0432,"বাংলাদেশের সয়াবিন তেল বাজার প্রতিবেদন ২০২৫ অনুযায়ী, বাংলাদেশ সিংহভাগ সয়াবিন তেল আর্জেন্টিনা ও ব্রাজিল থেকে আমদানি করে, যারা বিশ্বের শীর্ষ সয়াবিন তেল উৎপাদক।",['বাণিজ্য'],STATED_AS,['আর্জেন্টিনা ও ব্রাজিল'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""বাণিজ্য"" ""আর্জেন্টিনা ও ব্রাজিল"" ""STATED_AS"" pre-2023 official","""বাংলাদেশের সয়াবিন তেল বাজার প্রতিবেদন ২০২৫ অনুযায়ী, বাংলাদেশ সিংহভাগ সয়াবিন তেল আর্জেন্টিনা ও ব্র"" manual review",,unreviewed,,,
BCSGK-0435,ট্যারিফ কমিশন বাণিজ্য মন্ত্রণালয়ের অধীন।,['বাণিজ্য'],STATED_AS,['বাণিজ্য মন্ত্রণালয়'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""বাণিজ্য"" ""বাণিজ্য মন্ত্রণালয়"" ""STATED_AS"" pre-2023 official","""ট্যারিফ কমিশন বাণিজ্য মন্ত্রণালয়ের অধীন।"" manual review",,unreviewed,,,
BCSGK-0437,মধ্যম আয়ের ফাঁদ হলো এমন অবস্থা যেখানে দেশ নিম্ন থেকে মধ্যম আয়ে উঠলেও দীর্ঘদিন আটকে থাকে এবং উচ্চ আয়ে যেতে পারে না। মধ্যম পর্যায়ে সস্তা শ্রম বা পুঁজি বাড়ালে প্রবৃদ্ধি টিকে না; দরকার TFP (মোট উৎপাদনশীলতা) বৃদ্ধি একই সম্পদে বেশি ও ভালো উৎপাদন।,['পণ্য আমদানি ও রপ্তানিকরণ'],STATED_AS,['পুঁজি বৃদ্ধি সত্ত্বেও মোট উৎপাদনশীলতার (Total Factor Productivity) বৃদ্ধি ধীর গতির হওয়া'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""পণ্য আমদানি ও রপ্তানিকরণ"" ""পুঁজি বৃদ্ধি সত্ত্বেও মোট উৎপাদনশীলতার (Total Factor Productivity) বৃদ্ধি ধীর গতির হওয়া"" ""STATED_AS"" pre-2023 official","""মধ্যম আয়ের ফাঁদ হলো এমন অবস্থা যেখানে দেশ নিম্ন থেকে মধ্যম আয়ে উঠলেও দীর্ঘদিন আটকে থাকে এবং উচ্চ আ"" manual review",,unreviewed,,,
BCSGK-0440,"অর্থনৈতিক সমীক্ষা ২০২৫ অনুযায়ী, ২০২৪-২৫ অর্থবছরে বাংলাদেশ সবচেয়ে বেশি আমদানি করেছে চীন থেকে। দ্বিতীয় ও তৃতীয় অবস্থানে আছে যথাক্রমে ভারত ও যুক্তরাষ্ট্র।",['পণ্য আমদানি ও রপ্তানিকরণ'],STATED_AS,['চীন থেকে'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""পণ্য আমদানি ও রপ্তানিকরণ"" ""চীন থেকে"" ""STATED_AS"" pre-2023 official","""অর্থনৈতিক সমীক্ষা ২০২৫ অনুযায়ী, ২০২৪-২৫ অর্থবছরে বাংলাদেশ সবচেয়ে বেশি আমদানি করেছে চীন থেকে। দ্বিত"" manual review",,unreviewed,,,
BCSGK-0516,"বাংলাদেশের ইতিহাসে মোট ০৫ বার জরুরি অবস্থা জারি করা হয়। ১৯৭৪ সালের ২৮ ডিসেম্বর, ১৯৭৫ সালের ২৫ জুন, ১৯৮১ সালের ৩০ মে, ১৯৮৭ সালের ২৭ নভেম্বর এবং ২০০৭ সালের ১১ জানুয়ারি মোট ৫ বার বাংলাদেশে জরুরি অবস্থা (State of Emergency) জারি করা হয়।","['রাজনৈতিক দলসমূহের গঠন, ভূমিকা ও কার্যক্রম']",STATED_AS,['৫ বার'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""রাজনৈতিক দলসমূহের গঠন, ভূমিকা ও কার্যক্রম"" ""৫ বার"" ""STATED_AS"" pre-2023 official","""বাংলাদেশের ইতিহাসে মোট ০৫ বার জরুরি অবস্থা জারি করা হয়। ১৯৭৪ সালের ২৮ ডিসেম্বর, ১৯৭৫ সালের ২৫ জুন, "" manual review",,unreviewed,,,
BCSGK-0519,"প্রতিনিধিত্বমূলক গণতন্ত্রে সংখ্যাগরিষ্ঠ দল যখন গণবিরোধী কাজে লিপ্ত না হয়, স্বেচ্ছাচারী ও দুর্নীতিপরায়ণ না হয় সেদিকে খেয়াল রাখে বিরোধী দল। সরকারের দুর্নীতি, দুঃশাসন ও অব্যবস্থাপনা সংসদে তুলে ধরে জনগণকে সচেতন ও প্রতিবাদী করে তোলে বিরোধী দল। তাই বিরোধী দলকে গণতান্ত্রিক শাসনব্যবস্থায় 'বিকল্প সরকার' বলা হয়।",['ক্ষমতাসীন ও বিরোধী দলের পারস্পরিক সম্পর্ক'],STATED_AS,['বিরোধী দল'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""ক্ষমতাসীন ও বিরোধী দলের পারস্পরিক সম্পর্ক"" ""বিরোধী দল"" ""STATED_AS"" pre-2023 official","""প্রতিনিধিত্বমূলক গণতন্ত্রে সংখ্যাগরিষ্ঠ দল যখন গণবিরোধী কাজে লিপ্ত না হয়, স্বেচ্ছাচারী ও দুর্নীতিপর"" manual review",,unreviewed,,,
BCSGK-0532,"চাপ সৃষ্টিকারী গোষ্ঠী হচ্ছে এমন এক গোষ্ঠী যার সদস্যগণ সমজাতীয় মনোভাব এবং স্বার্থের দ্বারা আবদ্ধ। Almond ও Powel চাপ সৃষ্টিকারী গোষ্ঠীকে চার ভাগে ভাগ করেছেন। যথা: ১. Institutional Interest Groups, ২. The Associational Interest Groups, ৩. Anomic Interest Groups ও ৪. Non-Associational Interest Groups।",['সরকারের ধরন'],STATED_AS,['৪ ভাগে'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""সরকারের ধরন"" ""৪ ভাগে"" ""STATED_AS"" pre-2023 official","""চাপ সৃষ্টিকারী গোষ্ঠী হচ্ছে এমন এক গোষ্ঠী যার সদস্যগণ সমজাতীয় মনোভাব এবং স্বার্থের দ্বারা আবদ্ধ। Al"" manual review",,unreviewed,,,
BCSGK-0533,"সুশীল সমাজ সরকার ও প্রাইভেট সেক্টরের মাঝামাঝি একটি গ্রুপ। এরা সরকার ও প্রাইভেট সেক্টর উভয় ক্ষেত্রেই তাদের প্রভাব বিস্তার করতে পারে। বাংলাদেশের কিছু সুশীল সমাজের উদাহরণ- TIB, সনাক, BLAST, BELA, CDP, সুজন, আসক প্রভৃতি।",['সরকারের ধরন'],STATED_AS,['সুশীল সমাজ'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""সরকারের ধরন"" ""সুশীল সমাজ"" ""STATED_AS"" pre-2023 official","""সুশীল সমাজ সরকার ও প্রাইভেট সেক্টরের মাঝামাঝি একটি গ্রুপ। এরা সরকার ও প্রাইভেট সেক্টর উভয় ক্ষেত্রেই"" manual review",,unreviewed,,,
BCSGK-0550,অ্যাটর্নি জেনারেল বাংলাদেশের প্রধান আইন কর্মকর্তা।,['বাংলাদেশের শাসন বিভাগ'],ruled,['অ্যাটর্নি জেনারেল'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""বাংলাদেশের শাসন বিভাগ"" ""অ্যাটর্নি জেনারেল"" ""ruled"" pre-2023 official","""অ্যাটর্নি জেনারেল বাংলাদেশের প্রধান আইন কর্মকর্তা।"" manual review",,unreviewed,,,
BCSGK-0555,"একজন সরকারপ্রধান, একজন উপদেষ্টা ও ১৩ জন সদস্যের সমন্বয়ে মোট ১৫ জন ব্যক্তি নিয়ে গ্রাম সরকার গঠিত। ৬ এপ্রিল ২০০৯ জাতীয় সংসদে গ্রাম সরকার (রহিতকরণ) বিল পাস হওয়ার মাধ্যমে গ্রাম সরকার ব্যবস্থা বাতিল হয়ে যায়।",['বাংলাদেশের শাসন বিভাগ'],ruled,['১৫ জন'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""বাংলাদেশের শাসন বিভাগ"" ""১৫ জন"" ""ruled"" pre-2023 official","""একজন সরকারপ্রধান, একজন উপদেষ্টা ও ১৩ জন সদস্যের সমন্বয়ে মোট ১৫ জন ব্যক্তি নিয়ে গ্রাম সরকার গঠিত। ৬"" manual review",,unreviewed,,,
BCSGK-0557,১৯৭৪ সালে সর্বপ্রথম সাদা পোশাকে স্পেশাল ব্র্যাঞ্চে ১২ জন মহিলা পুলিশ নিয়োগ করা হয়। ইউনিফর্মধারী নারী পুলিশের যাত্রা শুরু হয় ১৯৭৬ সালে। অতঃপর ১৯৭৮ সালে ঢাকা মহানগর পুলিশে মহিলা নিয়োগ করা হয়।,['বাংলাদেশের শাসন বিভাগ'],ruled,['১৯৭৪ সালে'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""বাংলাদেশের শাসন বিভাগ"" ""১৯৭৪ সালে"" ""ruled"" pre-2023 official","""১৯৭৪ সালে সর্বপ্রথম সাদা পোশাকে স্পেশাল ব্র্যাঞ্চে ১২ জন মহিলা পুলিশ নিয়োগ করা হয়। ইউনিফর্মধারী না"" manual review",,unreviewed,,,
BCSGK-0558,মেজর জেনারেল কে এম শফিউল্লাহ ১৯৭৫ সালের ১৫ আগস্ট ভোর রাত পর্যন্ত বাংলাদেশের সেনাবাহিনীর প্রধান ছিলেন।,['বাংলাদেশের শাসন বিভাগ'],ruled,['মেজর জেনারেল কে এম শফিউল্লাহ'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""বাংলাদেশের শাসন বিভাগ"" ""মেজর জেনারেল কে এম শফিউল্লাহ"" ""ruled"" pre-2023 official","""মেজর জেনারেল কে এম শফিউল্লাহ ১৯৭৫ সালের ১৫ আগস্ট ভোর রাত পর্যন্ত বাংলাদেশের সেনাবাহিনীর প্রধান ছিলেন"" manual review",,unreviewed,,,
BCSGK-0560,"Army Act 1952-এর ১৩৩ ধারা অনুযায়ী, সামরিক আদালত বা কোর্ট মার্শাল কর্তৃক প্রদত্ত কোনো রায়ের বিরুদ্ধে সাধারণত হাইকোর্ট বা সুপ্রিম কোর্টে আপিল করা যায় না।",['বাংলাদেশের বিচার বিভাগ'],STATED_AS,['সামরিক আদালত'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""বাংলাদেশের বিচার বিভাগ"" ""সামরিক আদালত"" ""STATED_AS"" pre-2023 official","""Army Act 1952-এর ১৩৩ ধারা অনুযায়ী, সামরিক আদালত বা কোর্ট মার্শাল কর্তৃক প্রদত্ত কোনো রায়ের বিরুদ্ধ"" manual review",,unreviewed,,,
BCSGK-0561,"বাংলাদেশ সংবিধানের রক্ষাকর্তা বাংলাদেশ সুপ্রিম কোর্ট। সুপ্রিম কোর্টকে সংবিধানের রক্ষক, অভিভাবক ও ব্যাখ্যাকারী হিসেবে অভিহিত করা হয়।",['বাংলাদেশের বিচার বিভাগ'],STATED_AS,['বাংলাদেশ সুপ্রিম কোর্ট'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""বাংলাদেশের বিচার বিভাগ"" ""বাংলাদেশ সুপ্রিম কোর্ট"" ""STATED_AS"" pre-2023 official","""বাংলাদেশ সংবিধানের রক্ষাকর্তা বাংলাদেশ সুপ্রিম কোর্ট। সুপ্রিম কোর্টকে সংবিধানের রক্ষক, অভিভাবক ও ব্য"" manual review",,unreviewed,,,
BCSGK-0570,"আইনটি জাতীয় সংসদে পাস হয় ৯ এপ্রিল, ২০০২ সালে।",['আইন প্রণয়ন ও নীতি নির্ধারণ'],occurred_on,"['৯ এপ্রিল, ২০০২']",ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""আইন প্রণয়ন ও নীতি নির্ধারণ"" ""৯ এপ্রিল, ২০০২"" ""occurred_on"" pre-2023 official","""আইনটি জাতীয় সংসদে পাস হয় ৯ এপ্রিল, ২০০২ সালে।"" manual review",,unreviewed,,,
BCSGK-0573,উল্লিখিত অপশনগুলোর মধ্যে একমাত্র পটুয়াখালীতেই রেল যোগাযোগ নেই। বাকি জেলাগুলোতে রেল সংযোগ স্থাপিত হয়েছে।,"['প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার']",ruled,['পটুয়াখালী'],ambiguous,needs_clarification,manual_review,P4,not_yet_checked,,0.45,manual claim-type review required,"""প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার"" ""পটুয়াখালী"" ""ruled"" pre-2023 official","""উল্লিখিত অপশনগুলোর মধ্যে একমাত্র পটুয়াখালীতেই রেল যোগাযোগ নেই। বাকি জেলাগুলোতে রেল সংযোগ স্থাপিত হয"" manual review",,unreviewed,,,
