claim_text,confidence,duplicate_candidate_id,fact_id,heuristic_reason,leakage_flag,object,predicate,priority_band,reviewed_at,reviewer_final_class,reviewer_id,reviewer_notes,reviewer_status,search_template_1,search_template_2,subject,suggested_claim_domain,suggested_source_route,suggested_temporal_class,final_temporal_class,final_claim_domain,final_source_route,final_priority_band,final_leakage_risk,next_action
রোপা আমন ধানের রোপণ উপযোগী সময় শ্রাবণ-ভাদ্র এবং কাটার উপযোগী সময় অগ্রহায়ণ-পৌষ মাসে।,0.82,,BCSGK-0314,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['অগ্রহায়ণ-পৌষ মাসে'],cultivated_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বিবিধ কৃষিজ ফসল"" ""অগ্রহায়ণ-পৌষ মাসে"" ""cultivated_in"" pre-2023 official","""রোপা আমন ধানের রোপণ উপযোগী সময় শ্রাবণ-ভাদ্র এবং কাটার উপযোগী সময় অগ্রহায়ণ-পৌষ মাসে।"" mediawiki pre cutoff revision or official geography",['বিবিধ কৃষিজ ফসল'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
'জুম' চাষ পদ্ধতি চট্টগ্রাম ও পার্বত্য চট্টগ্রামের জেলাসমূহে দেখা যায়।,0.82,,BCSGK-0315,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['চট্টগ্রাম ও পার্বত্য চট্টগ্রামের জেলাসমূহ'],cultivated_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""বিবিধ কৃষিজ ফসল"" ""চট্টগ্রাম ও পার্বত্য চট্টগ্রামের জেলাসমূহ"" ""cultivated_in"" pre-2023 official","""'জুম' চাষ পদ্ধতি চট্টগ্রাম ও পার্বত্য চট্টগ্রামের জেলাসমূহে দেখা যায়।"" mediawiki pre cutoff revision or official geography",['বিবিধ কৃষিজ ফসল'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
দেশের মৎস্য সম্পদ সংরক্ষণের নিমিত্তে বাংলাদেশের মৎস্য আইনে ২৩ সেন্টিমিটারের (প্রায় ৯ ইঞ্চি) কম দৈর্ঘ্যের রুই জাতীয় মাছের পোনা মারা এবং ২৫ সেন্টিমিটারের (প্রায় ১০ ইঞ্চি) কম দৈর্ঘ্যের ইলিশ (জাটকা) ধরা নিষেধ।,0.45,,BCSGK-0331,manual claim-type review required,not_yet_checked,['২৩ সেন্টিমিটার'],STATED_AS,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""মৎস্য সম্পদ"" ""২৩ সেন্টিমিটার"" ""STATED_AS"" pre-2023 official","""দেশের মৎস্য সম্পদ সংরক্ষণের নিমিত্তে বাংলাদেশের মৎস্য আইনে ২৩ সেন্টিমিটারের (প্রায় ৯ ইঞ্চি) কম দৈর্"" manual review",['মৎস্য সম্পদ'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
বাংলাদেশে গো-চারণের জন্য বাথান রয়েছে দুটি জেলায়। যথা-পাবনা ও সিরাজগঞ্জ।,0.82,,BCSGK-0333,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['সিরাজগঞ্জ'],located_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""প্রাণিজ সম্পদ"" ""সিরাজগঞ্জ"" ""located_in"" pre-2023 official","""বাংলাদেশে গো-চারণের জন্য বাথান রয়েছে দুটি জেলায়। যথা-পাবনা ও সিরাজগঞ্জ।"" mediawiki pre cutoff revision or official geography",['প্রাণিজ সম্পদ'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
"বাংলাদেশের কেন্দ্রীয় গো-প্রজনন খামার সাভার, ঢাকায় অবস্থিত। এছাড়া কেন্দ্রীয় মুরগি প্রজনন খামার মিরপুর, ঢাকায়; হাঁস প্রজনন খামার নারায়ণগঞ্জে; মহিষ প্রজনন ও উন্নয়ন খামার বাগেরহাটে এবং বেসরকারি কুমির প্রজনন কেন্দ্র ভালুকা, ময়মনসিংহে অবস্থিত।",0.82,,BCSGK-0336,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['সাভার'],located_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""প্রাণিজ সম্পদ"" ""সাভার"" ""located_in"" pre-2023 official","""বাংলাদেশের কেন্দ্রীয় গো-প্রজনন খামার সাভার, ঢাকায় অবস্থিত। এছাড়া কেন্দ্রীয় মুরগি প্রজনন খামার মি"" mediawiki pre cutoff revision or official geography",['প্রাণিজ সম্পদ'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
"সাঁওতাল জনগোষ্ঠী যে ভাষায় কথা বলে, সেটি হলো সাঁওতালি ভাষা। এই ভাষাটি বৃহত্তর অস্ট্রো-এশীয় বা অস্ট্রিক ভাষা পরিবারের অন্তর্ভুক্ত। ক. ভাষা পরিবার: অস্ট্রো-এশীয়। খ. শাখা: মুণ্ডা শাখা।",0.45,,BCSGK-0353,manual claim-type review required,not_yet_checked,['অস্ট্রিক-অস্ট্রো এসিয়াটিক (মুও)'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""অস্ট্রিক-অস্ট্রো এসিয়াটিক (মুও)"" ""STATED_AS"" pre-2023 official","""সাঁওতাল জনগোষ্ঠী যে ভাষায় কথা বলে, সেটি হলো সাঁওতালি ভাষা। এই ভাষাটি বৃহত্তর অস্ট্রো-এশীয় বা অস্ট্"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
সাংগ্রাই হলো বাংলাদেশি মারমা ও রাখাইন নু-গোষ্ঠীর নববর্ষ উৎসবের নাম। এরা পুরোনো বছরের শেষ দুই দিন ও নতুন বছরের প্রথম দিন সহ মোট তিন দিন এ উৎসব পালন করে থাকে।,0.45,,BCSGK-0354,manual claim-type review required,not_yet_checked,['সাংগ্রাই'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""সাংগ্রাই"" ""STATED_AS"" pre-2023 official","""সাংগ্রাই হলো বাংলাদেশি মারমা ও রাখাইন নু-গোষ্ঠীর নববর্ষ উৎসবের নাম। এরা পুরোনো বছরের শেষ দুই দিন ও ন"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
ষষ্ঠ জনশুমারি ও গৃহ গণনা-২০২২ এর চূড়ান্ত রিপোর্ট অনুযায়ী বাংলাদেশের ক্ষুদ্র নৃ গোষ্ঠীর সংখ্যা মোট-৫০টি।,0.45,,BCSGK-0357,manual claim-type review required,not_yet_checked,['৫০'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""৫০"" ""STATED_AS"" pre-2023 official","""ষষ্ঠ জনশুমারি ও গৃহ গণনা-২০২২ এর চূড়ান্ত রিপোর্ট অনুযায়ী বাংলাদেশের ক্ষুদ্র নৃ গোষ্ঠীর সংখ্যা মোট-"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"ভরাও জনগোষ্ঠী দিনাজপুর, রংপুর, রাজশাহী ও বগুড়া অঞ্চলে বাস করে। এরা জেড়োপাসক এবং ভাষা হচ্ছে কুড়ুখ/সাদ্রি। এদের উৎসব কর্ম যা কর্ম শাখাকে ঘিরে অনুষ্ঠিত হয়।",0.82,,BCSGK-0358,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['রাজশাহী-দিনাজপুর'],located_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""রাজশাহী-দিনাজপুর"" ""located_in"" pre-2023 official","""ভরাও জনগোষ্ঠী দিনাজপুর, রংপুর, রাজশাহী ও বগুড়া অঞ্চলে বাস করে। এরা জেড়োপাসক এবং ভাষা হচ্ছে কুড়ুখ/"" mediawiki pre cutoff revision or official geography","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"গারো উপজাতিদের আবাসস্থল মূলত ময়মনসিংহ, শেরপুর, নেত্রকোণা, টাঙ্গাইল, জামালপুর, সুনামগঞ্জ ও সিলেট। বিরিশিরি নেত্রকোণা জেলার দুর্গাপুর উপজেলার ঐতিহ্যবাহী একটি গ্রাম।",0.82,,BCSGK-0359,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['গারো'],located_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""গারো"" ""located_in"" pre-2023 official","""গারো উপজাতিদের আবাসস্থল মূলত ময়মনসিংহ, শেরপুর, নেত্রকোণা, টাঙ্গাইল, জামালপুর, সুনামগঞ্জ ও সিলেট। বি"" mediawiki pre cutoff revision or official geography","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
গারো উপজাতিদের আবাসস্থল মূলত ময়মনসিংহ জেলায়।,0.82,,BCSGK-0360,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['ময়মনসিংহ'],located_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""ময়মনসিংহ"" ""located_in"" pre-2023 official","""গারো উপজাতিদের আবাসস্থল মূলত ময়মনসিংহ জেলায়।"" mediawiki pre cutoff revision or official geography","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
"চাকমা বাংলাদেশের বৃহত্তম ক্ষুদ্র নৃ-গোষ্ঠী জনগোষ্ঠী। পার্বত্য জেলা রাঙামাটি, খাগড়াছড়ি, বান্দরবানে এদের বসবাস। বৌদ্ধ ধর্মাবলম্বী চাকমাদের প্রধান উৎসব বিজু (বর্ষবরণ)।",0.82,,BCSGK-0361,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['রাঙামাটি জেলায়'],located_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""রাঙামাটি জেলায়"" ""located_in"" pre-2023 official","""চাকমা বাংলাদেশের বৃহত্তম ক্ষুদ্র নৃ-গোষ্ঠী জনগোষ্ঠী। পার্বত্য জেলা রাঙামাটি, খাগড়াছড়ি, বান্দরবানে "" mediawiki pre cutoff revision or official geography","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
"হাজং উপজাতির বসবাস শেরপুর, ময়মনসিংহ, সুনামগঞ্জ ও নেত্রকোণায়। সিলেট জেলায় বসবাসকারী উপজাতি হলো খাসি (খাসিয়া), গারো, পাত্র, মুও, মণিপুরী ও তুমিজ।",0.82,DUP_1c278ad880,BCSGK-0363,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['সিলেট'],located_in,P1,2026-09-16,duplicate_candidate,RA_1,automation identified a normalized subject-predicate-object collision; do not merge automatically,needs_second_review,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""সিলেট"" ""located_in"" pre-2023 official","""হাজং উপজাতির বসবাস শেরপুর, ময়মনসিংহ, সুনামগঞ্জ ও নেত্রকোণায়। সিলেট জেলায় বসবাসকারী উপজাতি হলো খাস"" mediawiki pre cutoff revision or official geography","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,needs_clarification,duplicate_candidate,duplicate_resolution,P4,not_yet_checked,compare_duplicate_group_before_sourcing
পাঙন উপজাতির ধর্ম ইসলাম।,0.45,,BCSGK-0364,manual claim-type review required,not_yet_checked,['পাঙন'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""পাঙন"" ""STATED_AS"" pre-2023 official","""পাঙন উপজাতির ধর্ম ইসলাম।"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
খাসিয়া নু-গোষ্ঠীদের গ্রামকে বলা হয় পুঞ্জি। ভূমি জরিপের ভৌগোলিক ইউনিট এবং রাজস্ব আদায়ের জন্য এক ইউনিট জমির অভিব্যক্তি হলো মৌজা। অন্যদিকে গ্রামের ক্ষুদ্র অংশকে পাড়া বলা হয়।,0.45,,BCSGK-0365,manual claim-type review required,not_yet_checked,['পুঞ্জি'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""পুঞ্জি"" ""STATED_AS"" pre-2023 official","""খাসিয়া নু-গোষ্ঠীদের গ্রামকে বলা হয় পুঞ্জি। ভূমি জরিপের ভৌগোলিক ইউনিট এবং রাজস্ব আদায়ের জন্য এক ইউ"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
হাজংদের অধিবাস ময়মনসিংহ ও নেত্রকোণায়।,0.82,,BCSGK-0367,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['ময়মনসিংহ ও নেত্রকোণা'],located_in,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""ময়মনসিংহ ও নেত্রকোণা"" ""located_in"" pre-2023 official","""হাজংদের অধিবাস ময়মনসিংহ ও নেত্রকোণায়।"" mediawiki pre cutoff revision or official geography","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশে বসবাসরত ৫০টি উপজাতির মধ্যে গারো ও খাসিয়া ব্যতীত সকল উপজাতির পারিবারিক কাঠামো পিতৃতান্ত্রিক।,0.45,,BCSGK-0368,manual claim-type review required,not_yet_checked,['মারমা'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""মারমা"" ""STATED_AS"" pre-2023 official","""বাংলাদেশে বসবাসরত ৫০টি উপজাতির মধ্যে গারো ও খাসিয়া ব্যতীত সকল উপজাতির পারিবারিক কাঠামো পিতৃতান্ত্রি"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশের বিখ্যাত মণিপুরী নাচ সিলেট অঞ্চলের।,0.82,DUP_1c278ad880,BCSGK-0369,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['সিলেট'],located_in,P1,2026-09-16,duplicate_candidate,RA_1,automation identified a normalized subject-predicate-object collision; do not merge automatically,needs_second_review,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""সিলেট"" ""located_in"" pre-2023 official","""বাংলাদেশের বিখ্যাত মণিপুরী নাচ সিলেট অঞ্চলের।"" mediawiki pre cutoff revision or official geography","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,needs_clarification,duplicate_candidate,duplicate_resolution,P4,not_yet_checked,compare_duplicate_group_before_sourcing
"পার্বত্য চট্টগ্রাম শান্তিচুক্তি ২ ডিসেম্বর, ১৯৯৭ সালে স্বাক্ষরিত হয়।",0.45,,BCSGK-0370,manual claim-type review required,not_yet_checked,"['২ ডিসেম্বর, ১৯৯৭']",occurred_on,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""২ ডিসেম্বর, ১৯৯৭"" ""occurred_on"" pre-2023 official","""পার্বত্য চট্টগ্রাম শান্তিচুক্তি ২ ডিসেম্বর, ১৯৯৭ সালে স্বাক্ষরিত হয়।"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
মাওরি নিউজিল্যান্ডের আদিবাসী। বাংলাদেশে মাওরি উপজাতি বাস করে না।,0.45,,BCSGK-0371,manual claim-type review required,not_yet_checked,['মাওরি'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""মাওরি"" ""STATED_AS"" pre-2023 official","""মাওরি নিউজিল্যান্ডের আদিবাসী। বাংলাদেশে মাওরি উপজাতি বাস করে না।"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"চাকমা শরণার্থীদের দ্বিতীয় দফায় ১ম অর্থাৎ ২১ জুলাই, ১৯৯৪ তারিখে ৩৭৫ জন বাংলাদেশে প্রত্যাবর্তন করেন।",0.45,,BCSGK-0372,manual claim-type review required,not_yet_checked,['৩৭৫ জন'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি"" ""৩৭৫ জন"" ""STATED_AS"" pre-2023 official","""চাকমা শরণার্থীদের দ্বিতীয় দফায় ১ম অর্থাৎ ২১ জুলাই, ১৯৯৪ তারিখে ৩৭৫ জন বাংলাদেশে প্রত্যাবর্তন করেন।"" manual review","['জাতি, গোষ্ঠী ও উপজাতি সংক্রান্ত বিষয়াদি']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"ঢাকা বিশ্ববিদ্যালয় বিল ১৮ মার্চ, ১৯২০ সালে আইনে পরিণত হয় এবং উক্ত আইনের অধীনে ১৯২১ সালের ১লা জুলাই কার্যক্রম শুরু হয়।",0.45,,BCSGK-0374,manual claim-type review required,not_yet_checked,['১৮ মার্চ ১৯২০'],occurred_on,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""শিক্ষা ব্যবস্থা"" ""১৮ মার্চ ১৯২০"" ""occurred_on"" pre-2023 official","""ঢাকা বিশ্ববিদ্যালয় বিল ১৮ মার্চ, ১৯২০ সালে আইনে পরিণত হয় এবং উক্ত আইনের অধীনে ১৯২১ সালের ১লা জুলাই"" manual review",['শিক্ষা ব্যবস্থা'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
রাজশাহী বিশ্ববিদ্যালয় ১৯৫৩ সালে স্থাপিত হয়।,0.45,,BCSGK-0383,manual claim-type review required,not_yet_checked,['১৯৫৩ সালে'],occurred_on,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""শিক্ষা ব্যবস্থা"" ""১৯৫৩ সালে"" ""occurred_on"" pre-2023 official","""রাজশাহী বিশ্ববিদ্যালয় ১৯৫৩ সালে স্থাপিত হয়।"" manual review",['শিক্ষা ব্যবস্থা'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"অর্থনৈতিক সমীক্ষা-২০২৫ অনুযায়ী, দেশে কমিউনিটি ক্লিনিকের সংখ্যা ১৪২৯৭টি।",0.45,,BCSGK-0384,manual claim-type review required,not_yet_checked,['১৪ হাজার ২৯৭ টি'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""স্বাস্থ্য ব্যবস্থা"" ""১৪ হাজার ২৯৭ টি"" ""STATED_AS"" pre-2023 official","""অর্থনৈতিক সমীক্ষা-২০২৫ অনুযায়ী, দেশে কমিউনিটি ক্লিনিকের সংখ্যা ১৪২৯৭টি।"" manual review",['স্বাস্থ্য ব্যবস্থা'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"৩০ মে, ২০০১ ধানমন্ত্রির সেন্ট্রাল হসপিটালে ড. পারভীন ফাতেমার সার্বিক তত্ত্বাবধানে ফিরোজা বেগম- হীরা, মণি ও মুক্তা নামে ৩টি টেস্ট টিউব শিশুর মা হন।",0.45,,BCSGK-0385,manual claim-type review required,not_yet_checked,['ফিরোজা বেগম'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""স্বাস্থ্য ব্যবস্থা"" ""ফিরোজা বেগম"" ""STATED_AS"" pre-2023 official","""৩০ মে, ২০০১ ধানমন্ত্রির সেন্ট্রাল হসপিটালে ড. পারভীন ফাতেমার সার্বিক তত্ত্বাবধানে ফিরোজা বেগম- হীরা,"" manual review",['স্বাস্থ্য ব্যবস্থা'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশের অর্থনৈতিক উন্নয়ন প্রকল্প ও নীতি অনুমোদনের ক্ষেত্রে কাঠামোগত স্তরবিন্যাস অনুযায়ী ECNEC-ই হলো চূড়ান্ত ও সর্বোচ্চ নির্বাহী কর্তৃপক্ষ। ECNEC (Executive Committee of the National Economic Council) উন্নয়ন প্রকল্পগুলোর চূড়ান্ত অনুমোদন এখান থেকেই আসে।,0.45,,BCSGK-0403,manual claim-type review required,not_yet_checked,['জাতীয় অর্থনৈতিক পরিষদের নির্বাহী কমিটি'],STATED_AS,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""জাতীয় অর্থনৈতিক পরিষদের নির্বাহী কমিটি"" ""STATED_AS"" pre-2023 official","""বাংলাদেশের অর্থনৈতিক উন্নয়ন প্রকল্প ও নীতি অনুমোদনের ক্ষেত্রে কাঠামোগত স্তরবিন্যাস অনুযায়ী ECNEC-ই"" manual review","['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
"বদ্বীপ পরিকল্পনা ২১০০-এ ৬টি ভৌগোলিক হটস্পট নির্ধারণ করা হয়েছে। হটস্পটগুলো হলো: (i) নদী ও মোহনা অঞ্চল, (ii) উপকূলীয় অঞ্চল, (iii) বরেন্দ্র ও খরাপ্রবণ অঞ্চল, (iv) হাওড় ও আকস্মিক বন্যাপ্রবণ অঞ্চল, (v) নগর অঞ্চল এবং (vi) পার্বত্য চট্টগ্রাম অঞ্চল।",0.45,,BCSGK-0404,manual claim-type review required,not_yet_checked,['৬'],STATED_AS,P4,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""৬"" ""STATED_AS"" pre-2023 official","""বদ্বীপ পরিকল্পনা ২১০০-এ ৬টি ভৌগোলিক হটস্পট নির্ধারণ করা হয়েছে। হটস্পটগুলো হলো: (i) নদী ও মোহনা অঞ্চ"" manual review","['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",ambiguous,manual_review,needs_clarification,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
